param,Evaluation Value,Iw-AUC,Bw-AUC,Iw-TNF,Iw-FPF,Iw-FNF,Bw-TPF,Bw-TNF,Bw-FPF,Bw-FNF
Gaussian:7 Gaussian:7 Gaussian:7 7 7 3 softmax sigmoid AdaGrad,1.448444917,0.453978999,0.838408488,0.950737536,0.817937602,0.230101462,0.124552477,0.963919286,0.523607304,0.534053542
Gaussian:7 7 3 5 relu softmax RMSProp,1.447339638,0.521524432,0.883174936,0.708541364,0.596053234,0.265872486,0.657336077,0.914820923,0.488239847,0.907374196
Gaussian:7 5 5 5 tanh softmax Adam,1.447157435,0.565378271,0.46361398,0.137531775,0.531681782,0.936148403,0.168790643,0.598141076,0.344298801,0.743050709
Gaussian:7 Gaussian:7 Gaussian:7 3 5 3 sigmoid tanh AdaGrad,1.446611598,0.885265661,0.04632229,0.808537754,0.905781795,0.171783513,0.666421192,0.471921879,0.694851906,0.727082458
Gaussian:7 Gaussian:7 9 3 1 sigmoid sigmoid AdaGrad,1.445706461,0.727257739,0.877973032,0.486882877,0.887332628,0.181486345,0.773277727,0.578855479,0.819864383,0.586478302
Gaussian:7 Gaussian:7 5 3 1 tanh softmax AdaGrad,1.445217743,0.957738133,0.99769611,0.516618953,0.712829179,0.253949553,0.865233336,0.878223321,0.887293681,0.236207818
Gaussian:7 Gaussian:7 Gaussian:7 5 3 1 relu relu AdaGrad,1.443128763,0.080847017,0.625353641,0.105284236,0.352237837,0.700483705,0.595693905,0.532660394,0.437717503,0.498499881
Gaussian:7 Gaussian:7 Gaussian:7 7 3 1 relu softmax RMSProp,1.44288374,0.604131108,0.287718865,0.808702983,0.545566966,0.409916615,0.979641478,0.176968349,0.60482206,0.105430591
Gaussian:7 Gaussian:7 Gaussian:7 9 5 5 tanh sigmoid Adam,1.442214535,0.892274827,0.903349494,0.780929719,0.144690478,0.672451883,0.816503739,0.12998959,0.287900478,0.871131928
Gaussian:7 Gaussian:7 Gaussian:7 3 5 3 tanh sigmoid AdaGrad,1.439234909,0.792989899,0.913626851,0.413255978,0.758404365,0.918184171,0.901869467,0.092468151,0.949037822,0.81729692
Gaussian:7 Gaussian:7 3 9 5 sigmoid sigmoid AdaGrad,1.439060871,0.988659002,0.619280855,0.024781369,0.184302069,0.48621884,0.49649515,0.812820341,0.545222966,0.816122542
Gaussian:7 7 9 1 relu tanh AdaGrad,1.43871472,0.928536213,0.291256473,0.283859852,0.026000917,0.462609764,0.168568004,0.346776172,0.727100371,0.307261214
Gaussian:7 Gaussian:7 9 7 3 sigmoid sigmoid Adam,1.437873421,0.032979116,0.378979762,0.416590321,0.095824197,0.831017403,0.335698754,0.026593435,0.693464326,0.203967677
Gaussian:7 Gaussian:7 Gaussian:7 9 3 3 softmax sigmoid RMSProp,1.437494764,0.629296365,0.914084177,0.285565237,0.945022297,0.624437622,0.887510311,0.395033785,0.446136657,0.679914439
Gaussian:7 Gaussian:7 Gaussian:7 7 3 1 relu tanh RMSProp,1.436786552,0.998616267,0.901775527,0.013306836,0.298537087,0.82434781,0.702962551,0.46241195,0.592560773,0.11463562
Gaussian:7 7 7 3 softmax relu RMSProp,1.43648793,0.248255513,0.58888772,0.789657892,0.78658923,0.536595785,0.474268708,0.765072046,0.461148603,0.189245442
Gaussian:7 Gaussian:7 Gaussian:7 9 5 3 sigmoid relu RMSProp,1.436325893,0.805263563,0.817090404,0.866549934,0.167357348,0.999380083,0.987628737,0.774165456,0.542862749,0.615677652
Gaussian:7 Gaussian:7 Gaussian:7 5 3 5 tanh softmax AdaGrad,1.436294273,0.327804124,0.959286686,0.643783584,0.163377162,0.754753737,0.380758117,0.84952063,0.075258559,0.886510989
Gaussian:7 Gaussian:7 5 3 5 sigmoid sigmoid Adam,1.436050959,0.003717103,0.299139583,0.486706091,0.256957224,0.658083989,0.432472757,0.725719608,0.614288545,0.044517408
Gaussian:7 9 9 5 tanh softmax Adam,1.435022021,0.916911953,0.627439042,0.501305068,0.531043948,0.530055055,0.270715957,0.536300952,0.170765529,0.229602995
Gaussian:7 Gaussian:7 3 7 1 tanh tanh AdaGrad,1.434932025,0.566736298,0.889587936,0.540065481,0.348658601,0.759259891,0.006248902,0.463991273,0.663906094,0.688138535
Gaussian:7 Gaussian:7 3 9 1 relu softmax Adam,1.433025026,0.006291734,0.33690868,0.198155791,0.437268904,0.680214137,0.349653129,0.448691235,0.892692561,0.73892854
Gaussian:7 Gaussian:7 9 7 1 relu sigmoid AdaGrad,1.432815543,0.111840067,0.597130046,0.593735538,0.174436044,0.849529865,0.013106862,0.758130904,0.009189277,0.214172713
Gaussian:7 7 5 5 tanh sigmoid AdaGrad,1.432518521,0.14051774,0.729725509,0.299632086,0.99591857,0.75158401,0.355235896,0.216540322,0.058167724,0.295064427
Gaussian:7 Gaussian:7 3 3 5 sigmoid softmax AdaGrad,1.432210472,0.615359115,0.277358028,0.781735198,0.325436029,0.007248636,0.571432223,0.181425576,0.999887215,0.820670317
Gaussian:7 7 7 3 sigmoid softmax Adam,1.431884502,0.774181323,0.23076907,0.295410304,0.616841168,0.043577768,0.869936393,0.828137392,0.969130273,0.808926579
Gaussian:7 9 3 1 softmax softmax AdaGrad,1.431740306,0.662262113,0.987999595,0.256049559,0.544892058,0.738308737,0.636057591,0.317448876,0.337426443,0.017107246
Gaussian:7 5 3 3 softmax sigmoid AdaGrad,1.431574936,0.054097424,0.933098032,0.66161981,0.718118885,0.859457351,0.265569139,0.246387665,0.102271795,0.425027036
Gaussian:7 3 7 1 softmax softmax Adam,1.429889431,0.998449935,0.688302085,0.113178552,0.98727288,0.342452619,0.35076554,0.262842922,0.731545866,0.458133474
Gaussian:7 9 9 1 softmax softmax RMSProp,1.429325668,0.670815901,0.363227891,0.972054492,0.438816099,0.648694369,0.720253696,0.343844877,0.202108381,0.807312805
Gaussian:7 3 3 3 sigmoid sigmoid RMSProp,1.429135962,0.49611297,0.224221011,0.00021841,0.693653122,0.730252483,0.91275746,0.801661794,0.912059406,0.419662725
Gaussian:7 3 7 3 relu tanh RMSProp,1.429059152,0.301632479,0.81327399,0.008170334,0.475039949,0.579013672,0.801796753,0.690319611,0.102779348,0.437422816
Gaussian:7 Gaussian:7 3 7 1 sigmoid sigmoid Adam,1.428560187,0.929966835,0.355689721,0.501702874,0.398625069,0.920292999,0.737025353,0.098538884,0.084429387,0.975610734
Gaussian:7 Gaussian:7 9 7 3 sigmoid tanh RMSProp,1.428557858,0.334833766,0.909678781,0.009968341,0.402754522,0.402120801,0.572210893,0.656740885,0.876899681,0.503745643
Gaussian:7 Gaussian:7 Gaussian:7 7 7 5 softmax tanh AdaGrad,1.426827542,0.807473254,0.204554794,0.583634807,0.730481297,0.521314485,0.545106372,0.154828462,0.530022124,0.736337705
Gaussian:7 Gaussian:7 3 3 1 tanh softmax Adam,1.42616733,0.547546381,0.990140724,0.411097334,0.505205567,0.359621516,0.20230208,0.035987373,0.035195616,0.568294424
Gaussian:7 Gaussian:7 5 7 3 sigmoid sigmoid Adam,1.425897594,0.506249327,0.667039684,0.150646487,0.619248435,0.53133549,0.293149049,0.591696464,0.117238083,0.604058455
Gaussian:7 Gaussian:7 7 7 5 softmax sigmoid RMSProp,1.425668093,0.081801136,0.839936678,0.122238709,0.308854083,0.949977435,0.010403253,0.245570233,0.647024037,0.031575783
Gaussian:7 9 3 5 sigmoid tanh Adam,1.425198485,0.831362955,0.821951395,0.25899401,0.951062017,0.025610025,0.022761733,0.707651348,0.243553547,0.765434044
Gaussian:7 Gaussian:7 7 5 3 tanh relu Adam,1.424881875,0.833988359,0.545285932,0.207830047,0.239262558,0.171436041,0.060790881,0.170368805,0.015291238,0.469545584
Gaussian:7 Gaussian:7 Gaussian:7 3 9 1 softmax tanh Adam,1.424704997,0.171574321,0.524482987,0.224805149,0.525462504,0.445083725,0.497931613,0.314976198,0.014026991,0.632820714
Gaussian:7 7 9 5 sigmoid tanh AdaGrad,1.423989527,0.484680852,0.889602103,0.054519968,0.494553821,0.511673041,0.467820525,0.733894758,0.612178852,0.939706732
Gaussian:7 Gaussian:7 9 3 5 sigmoid softmax Adam,1.423947243,0.427515944,0.943415337,0.211340598,0.626131243,0.154306843,0.582235816,0.711016077,0.907974841,0.195796755
Gaussian:7 7 7 5 relu tanh AdaGrad,1.42230533,0.738766673,0.698693131,0.620157893,0.55645828,0.206677464,0.43556509,0.137598794,0.186030029,0.283879107
Gaussian:7 7 3 3 relu softmax AdaGrad,1.420798518,0.397226565,0.098396688,0.323358883,0.480897449,0.504308268,0.811420383,0.382935341,0.532977558,0.02296083
Gaussian:7 Gaussian:7 3 5 1 tanh relu AdaGrad,1.420472763,0.709585742,0.719946069,0.388361138,0.343182216,0.990985997,0.933294832,0.553351398,0.004319041,0.510855022
Gaussian:7 7 5 1 relu sigmoid AdaGrad,1.418372019,0.733427441,0.917609162,0.199133684,0.289877323,0.123990313,0.232145184,0.134475122,0.726871414,0.893811885
Gaussian:7 Gaussian:7 7 9 3 sigmoid tanh RMSProp,1.41795232,0.774957108,0.558253723,0.206482371,0.216268837,0.533790288,0.044899695,0.236140641,0.261126798,0.626128554
Gaussian:7 Gaussian:7 3 3 5 sigmoid softmax Adam,1.417741068,0.236250487,0.805911509,0.597188888,0.115009339,0.270471869,0.773829812,0.229853271,0.693757297,0.584951579
Gaussian:7 5 5 3 tanh softmax AdaGrad,1.417548505,0.081558081,0.206874959,0.866391788,0.093026273,0.092623905,0.972706376,0.342206582,0.914337248,0.146544322
Gaussian:7 Gaussian:7 Gaussian:7 9 7 3 softmax softmax AdaGrad,1.416964061,0.840463734,0.115739537,0.045515503,0.094215161,0.562288805,0.185142595,0.208240507,0.927963507,0.129724187
Gaussian:7 Gaussian:7 Gaussian:7 5 5 3 tanh relu AdaGrad,1.416558629,0.825905384,0.304706084,0.723435351,0.349635241,0.226490823,0.122657971,0.35782971,0.774850062,0.828947099
Gaussian:7 Gaussian:7 Gaussian:7 7 9 5 tanh sigmoid Adam,1.416101592,0.459401567,0.080878789,0.367466767,0.911040966,0.819063996,0.401742725,0.248734291,0.518287155,0.611795688
Gaussian:7 5 7 3 sigmoid tanh Adam,1.415332898,0.52228297,0.971623131,0.204942084,0.600016832,0.469922828,0.830642583,0.842099555,0.344667172,0.13531551
Gaussian:7 Gaussian:7 7 7 3 softmax softmax RMSProp,1.415013363,0.957245766,0.53959959,0.81000006,0.901081931,0.704492691,0.959706462,0.963703475,0.069704208,0.215141813
Gaussian:7 9 9 5 softmax softmax AdaGrad,1.414872564,0.414283279,0.682710039,0.115097786,0.015203364,0.32030544,0.290263305,0.495929501,0.639180953,0.587353349
Gaussian:7 Gaussian:7 Gaussian:7 5 5 3 tanh tanh AdaGrad,1.41485174,0.034924774,0.769949555,0.293869489,0.528288371,0.93154802,0.713710972,0.91803177,0.841556479,0.720735299
Gaussian:7 Gaussian:7 9 5 1 sigmoid relu AdaGrad,1.414503301,0.793201958,0.766916772,0.061897604,0.099471828,0.582516858,0.177532738,0.054711027,0.350938038,0.671546452
Gaussian:7 Gaussian:7 9 5 1 sigmoid softmax Adam,1.413647268,0.268147084,0.438133796,0.388796442,0.386664376,0.335318209,0.782828721,0.075080772,0.303734198,0.083578529
Gaussian:7 Gaussian:7 5 5 5 relu softmax AdaGrad,1.413059427,0.378039191,0.220271313,0.47334132,0.313000462,0.9440497,0.304620411,0.058955698,0.460955318,0.720070377
Gaussian:7 Gaussian:7 Gaussian:7 5 5 3 sigmoid relu AdaGrad,1.412613148,0.766918654,0.203031372,0.291024973,0.577171986,0.064426965,0.763517668,0.413799109,0.106131754,0.67386448
Gaussian:7 5 3 3 softmax tanh AdaGrad,1.412511502,0.224849274,0.431398143,0.902483886,0.058285863,0.268900052,0.375860123,0.945119453,0.183044094,0.324283177
Gaussian:7 Gaussian:7 Gaussian:7 9 9 3 tanh relu AdaGrad,1.412005487,0.823322191,0.730493081,0.660901209,0.242723513,0.336136699,0.447515856,0.159039842,0.556940255,0.701936804
Gaussian:7 7 9 3 relu tanh Adam,1.411979413,0.071259336,0.984965884,0.350572506,0.260098028,0.111861895,0.026954776,0.641624365,0.716630248,0.643866758
Gaussian:7 Gaussian:7 Gaussian:7 3 9 5 relu sigmoid AdaGrad,1.411589111,0.39865568,0.386005508,0.604638067,0.782697717,0.61886638,0.224603076,0.946438776,0.107787904,0.521825509
Gaussian:7 Gaussian:7 Gaussian:7 3 5 3 relu tanh AdaGrad,1.410663839,0.029856255,0.248242078,0.864082561,0.909667596,0.547216447,0.055798068,0.847882023,0.338237528,0.569186188
Gaussian:7 5 7 1 tanh tanh AdaGrad,1.410457464,0.775949327,0.166875044,0.062608571,0.563098476,0.613256473,0.763549603,0.030797792,0.091420534,0.992602857
Gaussian:7 Gaussian:7 Gaussian:7 7 9 1 tanh softmax RMSProp,1.409584884,0.924441466,0.372278202,0.67802382,0.770181892,0.305588021,0.432220093,0.788406158,0.568564207,0.918867661
Gaussian:7 Gaussian:7 Gaussian:7 3 9 1 sigmoid relu Adam,1.409558568,0.783989225,0.771267517,0.33060816,0.222914497,0.806260793,0.853059481,0.22156429,0.259842368,0.261533864
Gaussian:7 Gaussian:7 5 3 3 sigmoid sigmoid RMSProp,1.409443517,0.242230434,0.829123323,0.010023922,0.355336741,0.088456287,0.073993714,0.346856375,0.259997707,0.143299904
Gaussian:7 Gaussian:7 9 5 3 softmax tanh Adam,1.409342507,0.615424442,0.646483568,0.464233256,0.201386317,0.407164406,0.368069836,0.74762871,0.716052256,0.726963089
Gaussian:7 7 7 1 tanh tanh Adam,1.408054983,0.235194471,0.691659741,0.709514226,0.054692407,0.714050369,0.223220097,0.015804265,0.54797986,0.923252596
Gaussian:7 Gaussian:7 5 7 3 sigmoid softmax Adam,1.408047882,0.260979973,0.662419189,0.698640998,0.922520895,0.560816972,0.471307783,0.145353507,0.832939762,0.858714441
Gaussian:7 Gaussian:7 3 3 3 softmax tanh AdaGrad,1.407206523,0.839396801,0.835191559,0.964223973,0.244991016,0.244801963,0.942804941,0.605521613,0.829147052,0.082621132
Gaussian:7 Gaussian:7 Gaussian:7 3 7 5 softmax sigmoid RMSProp,1.406677991,0.116329127,0.973049232,0.191687402,0.148741991,0.140079489,0.985801017,0.154537976,0.650265682,0.536781424
Gaussian:7 Gaussian:7 7 7 1 tanh tanh Adam,1.405080363,0.229254233,0.730208969,0.861278404,0.041055481,0.32668156,0.590995326,0.978428019,0.827092942,0.835221249
Gaussian:7 Gaussian:7 Gaussian:7 7 3 3 softmax relu Adam,1.405034567,0.032884148,0.952805405,0.049710747,0.947293442,0.104459044,0.388309879,0.518836789,0.50767029,0.312451803
Gaussian:7 Gaussian:7 Gaussian:7 7 5 5 relu sigmoid Adam,1.40456195,0.703245715,0.976814389,0.534469637,0.151236851,0.09901016,0.759002443,0.028858718,0.378026335,0.015917145
Gaussian:7 Gaussian:7 Gaussian:7 9 7 5 relu relu AdaGrad,1.404072543,0.726238228,0.235967191,0.082100728,0.814829701,0.101226734,0.931026229,0.75996574,0.150745325,0.837943535
Gaussian:7 Gaussian:7 Gaussian:7 5 7 5 sigmoid tanh Adam,1.40326448,0.836523361,0.259670899,0.442786041,0.79938353,0.316849847,0.987730006,0.790484912,0.648953072,0.657649397
Gaussian:7 7 7 3 relu tanh AdaGrad,1.402860253,0.541369601,0.776168714,0.960345195,0.095027141,0.340166467,0.749954958,0.600057449,0.254391598,0.166066575
Gaussian:7 9 5 1 sigmoid relu Adam,1.402515686,0.870237543,0.018809847,0.898546601,0.938003191,0.555790463,0.303265754,0.448529628,0.806545607,0.854438295
Gaussian:7 Gaussian:7 9 7 1 relu relu AdaGrad,1.402442082,0.204786857,0.966354094,0.660888993,0.446092283,0.443295472,0.904880978,0.973157189,0.795428027,0.150761693
Gaussian:7 7 3 3 tanh tanh Adam,1.401864947,0.146072006,0.029211307,0.603138128,0.111136274,0.280629615,0.60550971,0.745454931,0.167484603,0.184080613
Gaussian:7 Gaussian:7 7 5 5 softmax relu RMSProp,1.400699537,0.248284238,0.070334271,0.970969405,0.000432054,0.079123624,0.020305124,0.544405488,0.941052249,0.971701831
Gaussian:7 9 7 5 relu tanh RMSProp,1.400542877,0.967736101,0.176017211,0.749712422,0.564820991,0.165547738,0.603966272,0.049005896,0.308259133,0.08329134
Gaussian:7 Gaussian:7 5 7 5 sigmoid tanh RMSProp,1.399833313,0.396366175,0.300289755,0.894029492,0.819506846,0.766119123,0.623108388,0.934977882,0.72413012,0.567373427
Gaussian:7 3 7 5 relu sigmoid Adam,1.398933858,0.760905429,0.56533007,0.019284481,0.676682864,0.91781969,0.484563011,0.416329859,0.387649085,0.102653868
Gaussian:7 7 5 3 softmax sigmoid Adam,1.398572054,0.624001505,0.561722242,0.943207992,0.891616935,0.726108806,0.141587765,0.893874815,0.0724731,0.99826372
Gaussian:7 7 7 5 relu sigmoid Adam,1.398288118,0.724203608,0.666831679,0.219190582,0.506104797,0.447096696,0.886127005,0.69457136,0.459346301,0.432560254
Gaussian:7 3 7 5 softmax relu AdaGrad,1.396882689,0.552726164,0.112947468,0.430831533,0.620762136,0.578741,0.698345458,0.415440554,0.818261478,0.924218686
Gaussian:7 9 9 3 relu softmax RMSProp,1.396647681,0.572990742,0.215732836,0.690083926,0.055810377,0.207791128,0.125477289,0.786864158,0.923276092,0.224121017
Gaussian:7 Gaussian:7 Gaussian:7 3 9 1 tanh relu RMSProp,1.396259727,0.429639976,0.345265817,0.202212754,0.111908787,0.656130096,0.800158669,0.924743771,0.871342753,0.110779904
Gaussian:7 Gaussian:7 Gaussian:7 5 5 3 relu tanh AdaGrad,1.396066992,0.393076188,0.03321112,0.435421664,0.964618273,0.03779397,0.427389246,0.694012696,0.012721823,0.005032096
Gaussian:7 7 7 3 tanh tanh Adam,1.395731002,0.891308777,0.702008533,0.108641463,0.914585663,0.72471692,0.249567547,0.750107834,0.428721332,0.969648561
Gaussian:7 5 9 1 sigmoid relu RMSProp,1.395564358,0.94795761,0.18141368,0.642990009,0.529084321,0.103584514,0.4226591,0.470935294,0.901113602,0.011269374
Gaussian:7 Gaussian:7 Gaussian:7 3 7 1 sigmoid sigmoid RMSProp,1.39533415,0.797138059,0.701089027,0.783828881,0.769811322,0.44182833,0.962577847,0.643588058,0.267647713,0.189945253
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 softmax softmax RMSProp,1.395325984,0.267877864,0.488686629,0.193790967,0.307909878,0.810677437,0.960902182,0.29459074,0.239305963,0.931826323
Gaussian:7 Gaussian:7 Gaussian:7 5 7 3 softmax sigmoid RMSProp,1.395073989,0.679529308,0.712654983,0.942336734,0.172665625,0.621093328,0.83043594,0.992404371,0.657818831,0.012651407
Gaussian:7 Gaussian:7 7 7 5 relu sigmoid RMSProp,1.395067736,0.283104631,0.865323688,0.928614002,0.337558711,0.591062369,0.075764428,0.881570411,0.631664611,0.205199114
Gaussian:7 3 3 1 sigmoid sigmoid AdaGrad,1.394428939,0.680873466,0.098051726,0.081628071,0.387218538,0.64179357,0.035435083,0.656340802,0.292172863,0.131896262
Gaussian:7 9 9 3 sigmoid sigmoid Adam,1.39428167,0.112854495,0.685130112,0.463174023,0.187510116,0.304023395,0.668659534,0.294955737,0.080345723,0.945238178
Gaussian:7 Gaussian:7 Gaussian:7 7 7 5 relu sigmoid Adam,1.394065205,0.153232453,0.560452146,0.839696515,0.218368017,0.430626289,0.503146047,0.539318688,0.289495132,0.970911884
Gaussian:7 Gaussian:7 Gaussian:7 7 7 3 sigmoid softmax Adam,1.393816807,0.530607274,0.67099932,0.047675266,0.957780911,0.517507912,0.786509485,0.284086612,0.615351255,0.847773253
Gaussian:7 Gaussian:7 9 3 1 sigmoid softmax Adam,1.393186306,0.044064776,0.448292852,0.455270581,0.608902958,0.810536538,0.729749554,0.25079835,0.500052141,0.591338524
Gaussian:7 Gaussian:7 Gaussian:7 7 5 1 relu tanh Adam,1.393113639,0.945384475,0.920503311,0.813853206,0.817056071,0.864172377,0.762195489,0.731653926,0.558215511,0.709692694
Gaussian:7 Gaussian:7 5 3 1 relu relu AdaGrad,1.392983975,0.400888258,0.702718234,0.7345293,0.499027171,0.434009368,0.20599555,0.756958266,0.883720791,0.467874851
Gaussian:7 7 5 5 sigmoid sigmoid AdaGrad,1.392801906,0.771607239,0.478851846,0.99687186,0.235608565,0.569089334,0.524204943,0.89396552,0.379024891,0.590449589
Gaussian:7 9 5 5 softmax softmax AdaGrad,1.390618666,0.834872727,0.393730283,0.104163185,0.415776097,0.782957428,0.9970713,0.418516079,0.128707321,0.95773313
Gaussian:7 Gaussian:7 Gaussian:7 9 7 1 sigmoid softmax Adam,1.390143374,0.394388338,0.832052164,0.195776302,0.822789727,0.686972595,0.569403666,0.530387628,0.532567247,0.943599087
Gaussian:7 Gaussian:7 3 5 3 relu tanh Adam,1.389139713,0.38352653,0.821973359,0.575513083,0.695482725,0.641116675,0.435015953,0.674124519,0.918460848,0.214560162
Gaussian:7 Gaussian:7 3 5 5 relu sigmoid Adam,1.387766391,0.561533737,0.87361884,0.913318731,0.309206178,0.580142926,0.907157244,0.026731076,0.550751162,0.952076419
Gaussian:7 3 3 1 relu relu RMSProp,1.38754531,0.360385535,0.007362801,0.586415533,0.941345838,0.529530785,0.96523695,0.447533286,0.23316072,0.413263079
Gaussian:7 Gaussian:7 Gaussian:7 7 9 3 tanh sigmoid RMSProp,1.387253586,0.900767322,0.019222448,0.667883306,0.194378775,0.811300974,0.74026981,0.775336094,0.287692975,0.059283211
Gaussian:7 Gaussian:7 9 9 3 tanh sigmoid RMSProp,1.387233362,0.571643753,0.786572622,0.96553456,0.785864333,0.562105722,0.829968421,0.315986301,0.652722158,0.873626826
Gaussian:7 Gaussian:7 Gaussian:7 3 5 5 sigmoid tanh RMSProp,1.386707313,0.364758593,0.343996697,0.926192766,0.963912141,0.759616803,0.550840732,0.641862814,0.751032633,0.85424926
Gaussian:7 3 3 3 softmax relu AdaGrad,1.385530154,0.967525164,0.517106595,0.693623308,0.459846397,0.699396831,0.953595696,0.32577923,0.920352802,0.148466911
Gaussian:7 Gaussian:7 7 3 5 relu softmax AdaGrad,1.384995258,0.295298056,0.464264817,0.67722937,0.150618282,0.893237198,0.013705697,0.686396833,0.993337756,0.994683145
Gaussian:7 5 7 1 softmax softmax AdaGrad,1.384983524,0.647524314,0.8299164,0.715813051,0.766931075,0.054327505,0.08791572,0.197880796,0.024841026,0.491769755
Gaussian:7 Gaussian:7 9 9 5 softmax sigmoid RMSProp,1.384959869,0.398324686,0.144163263,0.479420937,0.260141915,0.106140513,0.268852479,0.855209777,0.802973983,0.967231194
Gaussian:7 Gaussian:7 Gaussian:7 7 5 5 relu tanh Adam,1.384804451,0.842394035,0.847337012,0.145677188,0.216183358,0.676852737,0.08279412,0.923934147,0.531699952,0.020534409
